sample_id,audio_class,confidence,sound_level,decision_method,baby_cry_probability,noise_probability,normal_probability
2431,Noise,0.993025,0.012177,AST Model,0.006669,0.993025,0.000306
2432,Normal,1,0.008464,RMS Threshold,0,0,1
2433,Noise,0.974111,0.082315,AST Model,0.024557,0.974111,0.001332
2434,Noise,0.999431,0.026995,AST Model,0.000439,0.999431,0.00013
2435,Normal,1,0.007727,RMS Threshold,0,0,1
2436,Normal,1,0.008032,RMS Threshold,0,0,1
2437,Normal,1,0.00806,RMS Threshold,0,0,1
2438,Noise,0.999426,0.017639,AST Model,0.000397,0.999426,0.000177
2439,Noise,0.995971,0.013603,AST Model,0.003598,0.995971,0.000431
2440,Normal,1,0.008337,RMS Threshold,0,0,1
2441,Noise,0.998034,0.015792,AST Model,0.001792,0.998034,0.000174
2442,Noise,0.998955,0.029222,AST Model,0.000991,0.998955,5.40E-05
2443,Normal,1,0.007284,RMS Threshold,0,0,1
2444,Normal,1,0.008837,RMS Threshold,0,0,1
2445,Normal,1,0.003492,RMS Threshold,0,0,1
2446,Noise,0.967854,0.055382,AST Model,0.030937,0.967854,0.00121
2447,Normal,1,0.003584,RMS Threshold,0,0,1
2448,Normal,1,0.008112,RMS Threshold,0,0,1
2449,Normal,1,0.007928,RMS Threshold,0,0,1
2450,Noise,0.999125,0.040116,AST Model,0.000536,0.999125,0.000339
2451,Noise,0.999431,0.011095,AST Model,0.000247,0.999431,0.000322
2452,Noise,0.827036,0.038969,AST Model,0.170941,0.827036,0.002022
2453,Normal,1,0.007261,RMS Threshold,0,0,1
2454,Noise,0.999372,0.019509,AST Model,0.000207,0.999372,0.000421
2455,Normal,1,0.008457,RMS Threshold,0,0,1
2456,Normal,1,0.008024,RMS Threshold,0,0,1
2457,Normal,1,0.003222,RMS Threshold,0,0,1
2458,Normal,1,0.008837,RMS Threshold,0,0,1
2459,Normal,1,0.007217,RMS Threshold,0,0,1
2460,Normal,1,0.008413,RMS Threshold,0,0,1
2461,Normal,1,0.005855,RMS Threshold,0,0,1
2462,Noise,0.998188,0.011589,AST Model,0.001685,0.998188,0.000127
2463,Normal,1,0.008475,RMS Threshold,0,0,1
2464,Noise,0.917661,0.020267,AST Model,0.080939,0.917661,0.001401
2465,Noise,0.998835,0.010995,AST Model,0.000789,0.998835,0.000376
2466,Noise,0.924047,0.075063,AST Model,0.074808,0.924047,0.001145
2467,Noise,0.689709,0.019445,AST Model,0.308382,0.689709,0.001909
2468,Normal,1,0.006794,RMS Threshold,0,0,1
2469,Normal,1,0.007982,RMS Threshold,0,0,1
2470,Noise,0.942405,0.049024,AST Model,0.052536,0.942405,0.005059
2471,Noise,0.997418,0.023411,AST Model,0.002275,0.997418,0.000307
2472,Noise,0.85494,0.038793,AST Model,0.142743,0.85494,0.002317
2473,Normal,1,0.004805,RMS Threshold,0,0,1
2474,Baby_Cry,0.955344,0.026262,AST Model,0.955344,0.043744,0.000912
2475,Noise,0.998883,0.015906,AST Model,0.000976,0.998883,0.000141
2476,Noise,0.997516,0.011665,AST Model,0.001999,0.997516,0.000485
2477,Noise,0.517941,0.079344,AST Model,0.480879,0.517941,0.00118
2478,Noise,0.999164,0.013272,AST Model,0.000725,0.999164,0.000111
2479,Normal,1,0.007618,RMS Threshold,0,0,1
2480,Normal,1,0.008008,RMS Threshold,0,0,1
2481,Normal,1,0.00701,RMS Threshold,0,0,1
2482,Normal,1,0.007158,RMS Threshold,0,0,1
2483,Normal,1,0.00671,RMS Threshold,0,0,1
2484,Normal,1,0.007131,RMS Threshold,0,0,1
2485,Normal,1,0.006827,RMS Threshold,0,0,1
2486,Normal,1,0.007164,RMS Threshold,0,0,1
2487,Normal,1,0.006822,RMS Threshold,0,0,1
2488,Normal,1,0.007537,RMS Threshold,0,0,1
2489,Normal,1,0.007653,RMS Threshold,0,0,1
2490,Normal,1,0.00812,RMS Threshold,0,0,1
2491,Normal,1,0.007842,RMS Threshold,0,0,1
2492,Normal,1,0.008061,RMS Threshold,0,0,1
2493,Normal,1,0.007841,RMS Threshold,0,0,1
2494,Normal,1,0.006637,RMS Threshold,0,0,1
2495,Normal,1,0.007791,RMS Threshold,0,0,1
2496,Normal,1,0.007978,RMS Threshold,0,0,1
2497,Normal,1,0.007091,RMS Threshold,0,0,1
2498,Normal,1,0.006845,RMS Threshold,0,0,1
2499,Normal,1,0.006762,RMS Threshold,0,0,1
2500,Normal,1,0.006358,RMS Threshold,0,0,1
2501,Normal,1,0.006321,RMS Threshold,0,0,1
2502,Normal,1,0.007015,RMS Threshold,0,0,1
2503,Noise,0.997174,0.009574,AST Model,0.000231,0.997174,0.002595
2504,Normal,1,0.008267,RMS Threshold,0,0,1
2505,Normal,1,0.008209,RMS Threshold,0,0,1
2506,Normal,1,0.006493,RMS Threshold,0,0,1
2507,Normal,1,0.007088,RMS Threshold,0,0,1
2508,Normal,1,0.006917,RMS Threshold,0,0,1
2509,Noise,0.926428,0.034878,AST Model,0.071571,0.926428,0.002001
2510,Noise,0.989637,0.038589,AST Model,0.00894,0.989637,0.001423
2511,Noise,0.986644,0.037071,AST Model,0.01198,0.986644,0.001376
2512,Normal,1,0.00702,RMS Threshold,0,0,1
2513,Noise,0.99855,0.017756,AST Model,0.001348,0.99855,0.000102
2514,Noise,0.996797,0.009231,AST Model,0.001191,0.996797,0.002013
2515,Noise,0.998729,0.010844,AST Model,0.001099,0.998729,0.000172
2516,Normal,1,0.006319,RMS Threshold,0,0,1
2517,Noise,0.999523,0.010813,AST Model,0.000377,0.999523,0.0001
2518,Noise,0.97864,0.010347,AST Model,0.000147,0.97864,0.021213
2519,Noise,0.937689,0.024937,AST Model,0.061496,0.937689,0.000815
2520,Normal,1,0.00683,RMS Threshold,0,0,1
2521,Noise,0.828257,0.040955,AST Model,0.170547,0.828257,0.001196
2522,Normal,1,0.008053,RMS Threshold,0,0,1
2523,Baby_Cry,0.654064,0.055569,AST Model,0.654064,0.343051,0.002886
2524,Noise,0.984826,0.045819,AST Model,0.014706,0.984826,0.000468
2525,Noise,0.954753,0.062211,AST Model,0.043874,0.954753,0.001373
2526,Baby_Cry,0.911735,0.103347,AST Model,0.911735,0.087551,0.000714
2527,Noise,0.828406,0.069171,AST Model,0.170523,0.828406,0.00107
2528,Noise,0.989321,0.041711,AST Model,0.010027,0.989321,0.000652
2529,Noise,0.999037,0.028233,AST Model,0.000823,0.999037,0.00014
2530,Noise,0.742508,0.035164,AST Model,0.257005,0.742508,0.000487
2531,Normal,1,0.002181,RMS Threshold,0,0,1
2532,Noise,0.997694,0.02248,AST Model,0.002016,0.997694,0.00029
2533,Noise,0.997711,0.039661,AST Model,0.001754,0.997711,0.000535
2534,Normal,1,0.007639,RMS Threshold,0,0,1
2535,Noise,0.923883,0.066439,AST Model,0.075756,0.923883,0.000361
2536,Noise,0.999479,0.024016,AST Model,0.000339,0.999479,0.000182
2537,Normal,1,0.006716,RMS Threshold,0,0,1
2538,Noise,0.999702,0.010655,AST Model,0.000242,0.999702,5.60E-05
2539,Baby_Cry,0.662809,0.075474,AST Model,0.662809,0.336293,0.000899
2540,Noise,0.928564,0.027833,AST Model,0.070614,0.928564,0.000822
2541,Noise,0.992436,0.024683,AST Model,0.006686,0.992436,0.000878
2542,Noise,0.838089,0.029793,AST Model,0.157647,0.838089,0.004264
2543,Noise,0.998178,0.022444,AST Model,0.001617,0.998178,0.000205
2544,Normal,1,0.002218,RMS Threshold,0,0,1
2545,Noise,0.999268,0.016089,AST Model,0.000433,0.999268,0.000299
2546,Noise,0.998326,0.025756,AST Model,0.001398,0.998326,0.000275
2547,Normal,1,0.004184,RMS Threshold,0,0,1
2548,Normal,1,0.006714,RMS Threshold,0,0,1
2549,Noise,0.999246,0.010755,AST Model,0.00057,0.999246,0.000183
2550,Noise,0.996602,0.019967,AST Model,0.00329,0.996602,0.000108
2551,Normal,1,0.008757,RMS Threshold,0,0,1
2552,Noise,0.994212,0.016687,AST Model,0.005347,0.994212,0.000442
2553,Normal,1,0.007147,RMS Threshold,0,0,1
2554,Normal,1,0.005457,RMS Threshold,0,0,1
2555,Normal,1,0.00631,RMS Threshold,0,0,1
2556,Normal,1,0.008828,RMS Threshold,0,0,1
2557,Normal,1,0.008234,RMS Threshold,0,0,1
2558,Normal,1,0.007346,RMS Threshold,0,0,1
2559,Normal,1,0.007888,RMS Threshold,0,0,1
2560,Normal,1,0.005217,RMS Threshold,0,0,1
2561,Normal,1,0.007739,RMS Threshold,0,0,1
2562,Normal,1,0.008548,RMS Threshold,0,0,1
2563,Normal,1,0.007709,RMS Threshold,0,0,1
2564,Normal,1,0.008259,RMS Threshold,0,0,1
2565,Normal,1,0.007478,RMS Threshold,0,0,1
2566,Normal,1,0.007182,RMS Threshold,0,0,1
2567,Normal,1,0.007645,RMS Threshold,0,0,1
2568,Noise,0.995343,0.011212,AST Model,0.000142,0.995343,0.004516
2569,Normal,1,0.008474,RMS Threshold,0,0,1
2570,Normal,1,0.008397,RMS Threshold,0,0,1
2571,Normal,1,0.00826,RMS Threshold,0,0,1
2572,Normal,1,0.006616,RMS Threshold,0,0,1
2573,Normal,1,0.007248,RMS Threshold,0,0,1
2574,Normal,1,0.007434,RMS Threshold,0,0,1
2575,Normal,1,0.007492,RMS Threshold,0,0,1
2576,Normal,1,0.006928,RMS Threshold,0,0,1
2577,Normal,1,0.007651,RMS Threshold,0,0,1
2578,Normal,1,0.008103,RMS Threshold,0,0,1
2579,Normal,1,0.008833,RMS Threshold,0,0,1
2580,Normal,1,0.008182,RMS Threshold,0,0,1
2581,Normal,1,0.007387,RMS Threshold,0,0,1
2582,Normal,1,0.007821,RMS Threshold,0,0,1
2583,Normal,1,0.006757,RMS Threshold,0,0,1
2584,Normal,1,0.008291,RMS Threshold,0,0,1
2585,Normal,1,0.006983,RMS Threshold,0,0,1
2586,Noise,0.99977,0.018201,AST Model,8.10E-05,0.99977,0.000149
2587,Normal,1,0.004284,RMS Threshold,0,0,1
2588,Normal,1,0.008451,RMS Threshold,0,0,1
2589,Normal,1,0.008668,RMS Threshold,0,0,1
2590,Normal,1,0.005101,RMS Threshold,0,0,1
2591,Normal,1,0.007595,RMS Threshold,0,0,1
2592,Normal,1,0.005166,RMS Threshold,0,0,1
2593,Normal,1,0.005011,RMS Threshold,0,0,1
2594,Normal,1,0.0079,RMS Threshold,0,0,1
2595,Normal,1,0.007065,RMS Threshold,0,0,1
2596,Normal,1,0.007498,RMS Threshold,0,0,1
2597,Normal,1,0.008363,RMS Threshold,0,0,1
2598,Normal,1,0.007064,RMS Threshold,0,0,1
2599,Normal,1,0.007803,RMS Threshold,0,0,1
2600,Noise,0.999268,0.009391,AST Model,0.000575,0.999268,0.000157
2601,Normal,1,0.008342,RMS Threshold,0,0,1
2602,Noise,0.9994,0.009386,AST Model,0.000366,0.9994,0.000234
2603,Normal,1,0.008993,RMS Threshold,0,0,1
2604,Noise,0.997803,0.015009,AST Model,0.002009,0.997803,0.000188
2605,Normal,1,0.008771,RMS Threshold,0,0,1
2606,Normal,1,0.008143,RMS Threshold,0,0,1
2607,Normal,1,0.008848,RMS Threshold,0,0,1
2608,Normal,1,0.008717,RMS Threshold,0,0,1
2609,Noise,0.996318,0.009051,AST Model,0.00016,0.996318,0.003522
2610,Normal,1,0.007512,RMS Threshold,0,0,1
2611,Noise,0.999597,0.009271,AST Model,0.000288,0.999597,0.000116
2612,Noise,0.999551,0.009854,AST Model,0.000246,0.999551,0.000202
2613,Normal,1,0.00809,RMS Threshold,0,0,1
2614,Normal,1,0.007691,RMS Threshold,0,0,1
2615,Normal,1,0.004824,RMS Threshold,0,0,1
2616,Normal,1,0.008216,RMS Threshold,0,0,1
2617,Normal,1,0.007707,RMS Threshold,0,0,1
2618,Normal,1,0.007883,RMS Threshold,0,0,1
2619,Normal,1,0.007841,RMS Threshold,0,0,1
2620,Normal,1,0.007551,RMS Threshold,0,0,1
2621,Normal,1,0.007775,RMS Threshold,0,0,1
2622,Normal,1,0.007974,RMS Threshold,0,0,1
2623,Normal,1,0.007203,RMS Threshold,0,0,1
2624,Normal,1,0.008247,RMS Threshold,0,0,1
2625,Normal,1,0.007596,RMS Threshold,0,0,1
2626,Normal,1,0.007653,RMS Threshold,0,0,1
2627,Noise,0.999353,0.009374,AST Model,0.0003,0.999353,0.000347
2628,Normal,1,0.008349,RMS Threshold,0,0,1
2629,Normal,1,0.005163,RMS Threshold,0,0,1
2630,Normal,1,0.007245,RMS Threshold,0,0,1
2631,Normal,1,0.008522,RMS Threshold,0,0,1
2632,Normal,1,0.007398,RMS Threshold,0,0,1
2633,Normal,1,0.007819,RMS Threshold,0,0,1
2634,Normal,1,0.007926,RMS Threshold,0,0,1
2635,Normal,1,0.008381,RMS Threshold,0,0,1
2636,Normal,1,0.007824,RMS Threshold,0,0,1
2637,Normal,1,0.007422,RMS Threshold,0,0,1
2638,Normal,1,0.008197,RMS Threshold,0,0,1
2639,Normal,1,0.007487,RMS Threshold,0,0,1
2640,Normal,1,0.008452,RMS Threshold,0,0,1
2641,Baby_Cry,0.837204,0.038722,AST Model,0.837204,0.162474,0.000322
2642,Noise,0.979501,0.01769,AST Model,0.020139,0.979501,0.00036
2643,Noise,0.90621,0.018232,AST Model,0.093565,0.90621,0.000225
2644,Noise,0.999797,0.014731,AST Model,0.000147,0.999797,5.60E-05
2645,Noise,0.99916,0.027888,AST Model,0.000748,0.99916,9.20E-05
2646,Normal,1,0.007348,RMS Threshold,0,0,1
2647,Noise,0.985948,0.028763,AST Model,0.013591,0.985948,0.000461
2648,Baby_Cry,0.999124,0.079731,AST Model,0.999124,0.00082,5.60E-05
2649,Baby_Cry,0.902767,0.01071,AST Model,0.902767,0.096844,0.00039
2650,Normal,1,0.007187,RMS Threshold,0,0,1
2651,Normal,1,0.007853,RMS Threshold,0,0,1
2652,Noise,0.996475,0.011927,AST Model,0.003378,0.996475,0.000147
2653,Normal,1,0.003014,RMS Threshold,0,0,1
2654,Normal,1,0.005058,RMS Threshold,0,0,1
2655,Baby_Cry,0.971038,0.014884,AST Model,0.971038,0.028656,0.000306
2656,Normal,1,0.007963,RMS Threshold,0,0,1
2657,Normal,1,0.007062,RMS Threshold,0,0,1
2658,Normal,1,0.007888,RMS Threshold,0,0,1
2659,Noise,0.999537,0.010477,AST Model,0.0003,0.999537,0.000163
2660,Noise,0.999812,0.015366,AST Model,0.000133,0.999812,5.60E-05
2661,Noise,0.960145,0.017777,AST Model,0.039138,0.960145,0.000717
2662,Normal,1,0.007717,RMS Threshold,0,0,1
2663,Normal,1,0.003054,RMS Threshold,0,0,1
2664,Noise,0.993522,0.009785,AST Model,0.00622,0.993522,0.000258
2665,Noise,0.994652,0.017985,AST Model,0.005091,0.994652,0.000258
2666,Baby_Cry,0.576403,0.012898,AST Model,0.576403,0.422701,0.000896
2667,Normal,1,0.006219,RMS Threshold,0,0,1
2668,Normal,1,0.008775,RMS Threshold,0,0,1
2669,Noise,0.988844,0.023796,AST Model,0.010966,0.988844,0.00019
2670,Normal,1,0.004891,RMS Threshold,0,0,1
2671,Noise,0.93392,0.009375,AST Model,0.065176,0.93392,0.000904
2672,Noise,0.999733,0.013274,AST Model,0.000185,0.999733,8.20E-05
2673,Normal,1,0.003445,RMS Threshold,0,0,1
2674,Noise,0.946135,0.011916,AST Model,0.053566,0.946135,0.000299
2675,Noise,0.999818,0.011702,AST Model,0.000105,0.999818,7.70E-05
2676,Normal,1,0.002555,RMS Threshold,0,0,1
2677,Noise,0.987493,0.020169,AST Model,0.012279,0.987493,0.000228
2678,Normal,1,0.004017,RMS Threshold,0,0,1
2679,Normal,1,0.002104,RMS Threshold,0,0,1
2680,Normal,1,0.00422,RMS Threshold,0,0,1
2681,Normal,1,0.002839,RMS Threshold,0,0,1
2682,Normal,1,0.002965,RMS Threshold,0,0,1
2683,Normal,1,0.002367,RMS Threshold,0,0,1
2684,Noise,0.997465,0.01123,AST Model,0.002458,0.997465,7.70E-05
2685,Normal,1,0.005451,RMS Threshold,0,0,1
2686,Normal,1,0.004471,RMS Threshold,0,0,1
2687,Normal,1,0.007325,RMS Threshold,0,0,1
2688,Normal,1,0.00644,RMS Threshold,0,0,1
2689,Normal,1,0.002378,RMS Threshold,0,0,1
2690,Normal,1,0.008089,RMS Threshold,0,0,1
2691,Normal,1,0.002357,RMS Threshold,0,0,1
2692,Baby_Cry,0.984781,0.011748,AST Model,0.984781,0.014954,0.000265
2693,Baby_Cry,0.848364,0.031406,AST Model,0.848364,0.151148,0.000488
2694,Baby_Cry,0.993226,0.015404,AST Model,0.993226,0.006519,0.000256
2695,Normal,1,0.007655,RMS Threshold,0,0,1
2696,Normal,1,0.00232,RMS Threshold,0,0,1
2697,Normal,1,0.003948,RMS Threshold,0,0,1
2698,Normal,1,0.002485,RMS Threshold,0,0,1
2699,Normal,1,0.002692,RMS Threshold,0,0,1
2700,Normal,1,0.006946,RMS Threshold,0,0,1
2701,Baby_Cry,0.987771,0.009582,AST Model,0.987771,0.012108,0.00012
2702,Baby_Cry,0.962243,0.015902,AST Model,0.962243,0.037537,0.000219
2703,Baby_Cry,0.936734,0.019599,AST Model,0.936734,0.062945,0.000321
2704,Normal,1,0.005996,RMS Threshold,0,0,1
2705,Baby_Cry,0.990838,0.037087,AST Model,0.990838,0.009026,0.000136
2706,Baby_Cry,0.997513,0.031304,AST Model,0.997513,0.002387,9.90E-05
2707,Baby_Cry,0.994467,0.017285,AST Model,0.994467,0.005448,8.50E-05
2708,Normal,1,0.006293,RMS Threshold,0,0,1
2709,Normal,1,0.002723,RMS Threshold,0,0,1
2710,Baby_Cry,0.577889,0.012689,AST Model,0.577889,0.421582,0.000529
2711,Normal,1,0.001848,RMS Threshold,0,0,1
2712,Normal,1,0.007363,RMS Threshold,0,0,1
2713,Normal,1,0.00216,RMS Threshold,0,0,1
2714,Normal,1,0.003999,RMS Threshold,0,0,1
2715,Baby_Cry,0.840935,0.011134,AST Model,0.840935,0.158612,0.000453
2716,Normal,1,0.003986,RMS Threshold,0,0,1
2717,Normal,1,0.004433,RMS Threshold,0,0,1
2718,Normal,1,0.004582,RMS Threshold,0,0,1
2719,Baby_Cry,0.97723,0.015917,AST Model,0.97723,0.022585,0.000184
2720,Normal,1,0.007668,RMS Threshold,0,0,1
2721,Normal,1,0.003212,RMS Threshold,0,0,1
2722,Normal,1,0.00488,RMS Threshold,0,0,1
2723,Normal,1,0.005107,RMS Threshold,0,0,1
2724,Normal,1,0.003633,RMS Threshold,0,0,1
2725,Normal,1,0.004767,RMS Threshold,0,0,1
2726,Normal,1,0.00303,RMS Threshold,0,0,1
2727,Normal,1,0.003415,RMS Threshold,0,0,1
2728,Normal,1,0.007397,RMS Threshold,0,0,1
2729,Baby_Cry,0.914357,0.039996,AST Model,0.914357,0.085258,0.000385
2730,Baby_Cry,0.898876,0.030385,AST Model,0.898876,0.100571,0.000552
2731,Normal,1,0.007842,RMS Threshold,0,0,1
2732,Normal,1,0.00359,RMS Threshold,0,0,1
2733,Baby_Cry,0.923732,0.030847,AST Model,0.923732,0.075981,0.000287
2734,Noise,0.709319,0.009661,AST Model,0.289166,0.709319,0.001514
2735,Noise,0.94176,0.011039,AST Model,0.057891,0.94176,0.000349
2736,Normal,1,0.004982,RMS Threshold,0,0,1
2737,Normal,1,0.003939,RMS Threshold,0,0,1
2738,Noise,0.990795,0.016101,AST Model,0.008959,0.990795,0.000246
2739,Normal,1,0.00408,RMS Threshold,0,0,1
2740,Normal,1,0.007446,RMS Threshold,0,0,1
2741,Noise,0.997701,0.009225,AST Model,0.000106,0.997701,0.002193
2742,Normal,1,0.007312,RMS Threshold,0,0,1
2743,Normal,1,0.006892,RMS Threshold,0,0,1
2744,Normal,1,0.008423,RMS Threshold,0,0,1
2745,Baby_Cry,0.692059,0.020187,AST Model,0.692059,0.307342,0.000599
2746,Normal,1,0.006664,RMS Threshold,0,0,1
2747,Baby_Cry,0.975992,0.031789,AST Model,0.975992,0.023808,0.000199
2748,Baby_Cry,0.986631,0.012889,AST Model,0.986631,0.01324,0.000129
2749,Baby_Cry,0.966128,0.020603,AST Model,0.966128,0.033764,0.000109
2750,Normal,1,0.006699,RMS Threshold,0,0,1
2751,Baby_Cry,0.975033,0.011808,AST Model,0.975033,0.024603,0.000364
2752,Normal,1,0.008017,RMS Threshold,0,0,1
2753,Baby_Cry,0.726952,0.018621,AST Model,0.726952,0.272751,0.000296
2754,Baby_Cry,0.984106,0.010103,AST Model,0.984106,0.015757,0.000137
2755,Normal,1,0.004231,RMS Threshold,0,0,1
2756,Baby_Cry,0.690523,0.014083,AST Model,0.690523,0.309087,0.00039
2757,Normal,1,0.008535,RMS Threshold,0,0,1
2758,Normal,1,0.005962,RMS Threshold,0,0,1
2759,Baby_Cry,0.997904,0.025558,AST Model,0.997904,0.001989,0.000107
2760,Baby_Cry,0.97898,0.014001,AST Model,0.97898,0.020741,0.000279
2761,Baby_Cry,0.991322,0.01316,AST Model,0.991322,0.008551,0.000127
2762,Baby_Cry,0.888683,0.009454,AST Model,0.888683,0.111093,0.000224
2763,Baby_Cry,0.956877,0.01302,AST Model,0.956877,0.042826,0.000296
2764,Baby_Cry,0.987747,0.023695,AST Model,0.987747,0.011946,0.000307
2765,Baby_Cry,0.831562,0.010437,AST Model,0.831562,0.167902,0.000536
2766,Noise,0.924632,0.020719,AST Model,0.07525,0.924632,0.000119
2767,Normal,1,0.004786,RMS Threshold,0,0,1
2768,Normal,1,0.005065,RMS Threshold,0,0,1
2769,Normal,1,0.003377,RMS Threshold,0,0,1
2770,Baby_Cry,0.889978,0.015853,AST Model,0.889978,0.109564,0.000458
2771,Normal,1,0.005644,RMS Threshold,0,0,1
2772,Normal,1,0.005568,RMS Threshold,0,0,1
2773,Baby_Cry,0.987268,0.010723,AST Model,0.987268,0.012517,0.000214
2774,Noise,0.997632,0.009968,AST Model,0.002318,0.997632,5.10E-05
2775,Normal,1,0.002506,RMS Threshold,0,0,1
2776,Baby_Cry,0.835066,0.01378,AST Model,0.835066,0.164368,0.000566
2777,Baby_Cry,0.995793,0.014235,AST Model,0.995793,0.004054,0.000153
2778,Baby_Cry,0.99531,0.021883,AST Model,0.99531,0.00456,0.00013
2779,Normal,1,0.008413,RMS Threshold,0,0,1
2780,Noise,0.995167,0.010769,AST Model,0.004775,0.995167,5.80E-05
2781,Baby_Cry,0.978353,0.026894,AST Model,0.978353,0.021351,0.000296
2782,Normal,1,0.008446,RMS Threshold,0,0,1
2783,Baby_Cry,0.992943,0.012876,AST Model,0.992943,0.006815,0.000242
2784,Baby_Cry,0.998388,0.039871,AST Model,0.998388,0.00156,5.20E-05
2785,Baby_Cry,0.800782,0.011241,AST Model,0.800782,0.198821,0.000397
2786,Baby_Cry,0.976773,0.027148,AST Model,0.976773,0.023076,0.000151
2787,Baby_Cry,0.639809,0.017735,AST Model,0.639809,0.35967,0.000521
2788,Baby_Cry,0.986187,0.024577,AST Model,0.986187,0.013721,9.20E-05
2789,Baby_Cry,0.970266,0.009936,AST Model,0.970266,0.029445,0.00029
2790,Normal,1,0.004962,RMS Threshold,0,0,1
2791,Baby_Cry,0.994598,0.017012,AST Model,0.994598,0.005059,0.000343
2792,Baby_Cry,0.922334,0.009393,AST Model,0.922334,0.076108,0.001558
2793,Baby_Cry,0.965455,0.011409,AST Model,0.965455,0.034262,0.000283
2794,Normal,1,0.00817,RMS Threshold,0,0,1
2795,Baby_Cry,0.992898,0.029744,AST Model,0.992898,0.006969,0.000133
2796,Normal,1,0.006729,RMS Threshold,0,0,1
2797,Baby_Cry,0.995431,0.012302,AST Model,0.995431,0.004472,9.80E-05
2798,Noise,0.923164,0.016704,AST Model,0.075455,0.923164,0.00138
2799,Baby_Cry,0.990195,0.053155,AST Model,0.990195,0.00966,0.000145
2800,Baby_Cry,0.880517,0.027275,AST Model,0.880517,0.119289,0.000194
2801,Noise,0.846706,0.009064,AST Model,0.15282,0.846706,0.000474
2802,Baby_Cry,0.999297,0.041344,AST Model,0.999297,0.000645,5.80E-05
2803,Baby_Cry,0.995533,0.03625,AST Model,0.995533,0.004393,7.40E-05
2804,Baby_Cry,0.994725,0.027051,AST Model,0.994725,0.005119,0.000156
2805,Baby_Cry,0.990639,0.040322,AST Model,0.990639,0.009264,9.80E-05
2806,Noise,0.656428,0.020833,AST Model,0.342839,0.656428,0.000733
2807,Normal,1,0.006201,RMS Threshold,0,0,1
2808,Baby_Cry,0.759794,0.017597,AST Model,0.759794,0.239865,0.000341
2809,Baby_Cry,0.848587,0.020262,AST Model,0.848587,0.150835,0.000578
2810,Baby_Cry,0.998018,0.028305,AST Model,0.998018,0.001895,8.80E-05
2811,Baby_Cry,0.946179,0.011495,AST Model,0.946179,0.053591,0.00023
2812,Normal,1,0.005125,RMS Threshold,0,0,1
2813,Baby_Cry,0.987722,0.017427,AST Model,0.987722,0.012166,0.000112
2814,Normal,1,0.005064,RMS Threshold,0,0,1
2815,Baby_Cry,0.995083,0.019514,AST Model,0.995083,0.00477,0.000147
2816,Baby_Cry,0.945857,0.010459,AST Model,0.945857,0.05395,0.000193
2817,Baby_Cry,0.994521,0.030523,AST Model,0.994521,0.00537,0.000109
2818,Baby_Cry,0.975186,0.009414,AST Model,0.975186,0.024679,0.000135
2819,Baby_Cry,0.980809,0.053811,AST Model,0.980809,0.019057,0.000134
2820,Normal,1,0.007083,RMS Threshold,0,0,1
2821,Noise,0.909725,0.010666,AST Model,0.089906,0.909725,0.000369
2822,Noise,0.502195,0.011975,AST Model,0.496868,0.502195,0.000936
2823,Normal,1,0.005401,RMS Threshold,0,0,1
2824,Normal,1,0.007901,RMS Threshold,0,0,1
2825,Normal,1,0.006578,RMS Threshold,0,0,1
2826,Baby_Cry,0.780166,0.014922,AST Model,0.780166,0.219575,0.000259
2827,Normal,1,0.003911,RMS Threshold,0,0,1
2828,Normal,1,0.008007,RMS Threshold,0,0,1
2829,Normal,1,0.003999,RMS Threshold,0,0,1
2830,Baby_Cry,0.995056,0.013163,AST Model,0.995056,0.004783,0.00016
2831,Normal,1,0.00762,RMS Threshold,0,0,1
2832,Normal,1,0.004242,RMS Threshold,0,0,1
2833,Normal,1,0.003477,RMS Threshold,0,0,1
2834,Baby_Cry,0.985965,0.010021,AST Model,0.985965,0.013793,0.000242
2835,Normal,1,0.003498,RMS Threshold,0,0,1
2836,Normal,1,0.005464,RMS Threshold,0,0,1
2837,Normal,1,0.007482,RMS Threshold,0,0,1
2838,Normal,1,0.0031,RMS Threshold,0,0,1
2839,Normal,1,0.005621,RMS Threshold,0,0,1
2840,Normal,1,0.004009,RMS Threshold,0,0,1
2841,Normal,1,0.007349,RMS Threshold,0,0,1
2842,Normal,1,0.006248,RMS Threshold,0,0,1
2843,Normal,1,0.005899,RMS Threshold,0,0,1
2844,Normal,1,0.003311,RMS Threshold,0,0,1
2845,Normal,1,0.004075,RMS Threshold,0,0,1
2846,Normal,1,0.005781,RMS Threshold,0,0,1
2847,Normal,1,0.003666,RMS Threshold,0,0,1
2848,Normal,1,0.004596,RMS Threshold,0,0,1
2849,Normal,1,0.004347,RMS Threshold,0,0,1
2850,Baby_Cry,0.996366,0.011677,AST Model,0.996366,0.00354,9.40E-05
2851,Normal,1,0.007103,RMS Threshold,0,0,1
2852,Baby_Cry,0.9644,0.011887,AST Model,0.9644,0.035212,0.000388
2853,Normal,1,0.004521,RMS Threshold,0,0,1
2854,Noise,0.998566,0.009265,AST Model,0.001397,0.998566,3.80E-05
2855,Normal,1,0.002613,RMS Threshold,0,0,1
2856,Baby_Cry,0.988891,0.018069,AST Model,0.988891,0.010917,0.000192
2857,Normal,1,0.005334,RMS Threshold,0,0,1
2858,Normal,1,0.002632,RMS Threshold,0,0,1
2859,Normal,1,0.005142,RMS Threshold,0,0,1
