sample_id,audio_class,confidence,sound_level,decision_method,baby_cry_probability,noise_probability,normal_probability
414,Baby_Cry,0.995406,0.010927,AST Model,0.995406,0.004326,0.000268
415,Baby_Cry,0.99089,0.020327,AST Model,0.99089,0.008887,0.000224
416,Baby_Cry,0.998679,0.015652,AST Model,0.998679,0.001199,0.000121
417,Normal,1,0.005487,RMS Threshold,0,0,1
418,Normal,1,0.006635,RMS Threshold,0,0,1
419,Baby_Cry,0.989042,0.019652,AST Model,0.989042,0.010817,0.000141
420,Baby_Cry,0.939644,0.02114,AST Model,0.939644,0.059971,0.000385
421,Baby_Cry,0.999201,0.019505,AST Model,0.999201,0.000673,0.000126
422,Normal,1,0.008092,RMS Threshold,0,0,1
423,Normal,1,0.00723,RMS Threshold,0,0,1
424,Baby_Cry,0.96965,0.009608,AST Model,0.96965,0.030062,0.000288
425,Normal,1,0.00831,RMS Threshold,0,0,1
426,Baby_Cry,0.999379,0.03708,AST Model,0.999379,0.000466,0.000154
427,Normal,1,0.000892,RMS Threshold,0,0,1
428,Normal,1,0.005806,RMS Threshold,0,0,1
429,Noise,0.99584,0.01055,AST Model,0.002939,0.99584,0.00122
430,Baby_Cry,0.989392,0.019519,AST Model,0.989392,0.010013,0.000594
431,Baby_Cry,0.99703,0.010002,AST Model,0.99703,0.002797,0.000172
432,Normal,1,0.007905,RMS Threshold,0,0,1
433,Normal,1,0.007044,RMS Threshold,0,0,1
434,Normal,1,0.006608,RMS Threshold,0,0,1
435,Baby_Cry,0.999598,0.049681,AST Model,0.999598,0.00025,0.000153
436,Noise,0.996981,0.009841,AST Model,0.000815,0.996981,0.002205
437,Baby_Cry,0.953884,0.009491,AST Model,0.953884,0.045693,0.000423
438,Normal,1,0.003804,RMS Threshold,0,0,1
439,Normal,1,0.006843,RMS Threshold,0,0,1
440,Normal,1,0.00221,RMS Threshold,0,0,1
441,Baby_Cry,0.820417,0.009238,AST Model,0.820417,0.178429,0.001153
442,Baby_Cry,0.952316,0.009851,AST Model,0.952316,0.047232,0.000452
443,Normal,1,0.006058,RMS Threshold,0,0,1
444,Normal,1,0.001293,RMS Threshold,0,0,1
445,Normal,1,0.005279,RMS Threshold,0,0,1
446,Normal,1,0.008463,RMS Threshold,0,0,1
447,Normal,1,0.00518,RMS Threshold,0,0,1
448,Baby_Cry,0.903569,0.015975,AST Model,0.903569,0.095918,0.000513
449,Baby_Cry,0.998269,0.043472,AST Model,0.998269,0.001644,8.70E-05
450,Normal,1,0.00624,RMS Threshold,0,0,1
451,Normal,1,0.002976,RMS Threshold,0,0,1
452,Baby_Cry,0.999207,0.014722,AST Model,0.999207,0.00061,0.000183
453,Normal,1,0.002196,RMS Threshold,0,0,1
454,Normal,1,0.003833,RMS Threshold,0,0,1
455,Baby_Cry,0.999352,0.069981,AST Model,0.999352,0.000417,0.000231
456,Normal,1,0.000811,RMS Threshold,0,0,1
457,Normal,1,0.008164,RMS Threshold,0,0,1
458,Normal,1,0.006904,RMS Threshold,0,0,1
459,Baby_Cry,0.913502,0.016442,AST Model,0.913502,0.085976,0.000523
460,Normal,1,0.008136,RMS Threshold,0,0,1
461,Baby_Cry,0.904228,0.019479,AST Model,0.904228,0.094903,0.000869
462,Normal,1,0.002559,RMS Threshold,0,0,1
463,Normal,1,0.003622,RMS Threshold,0,0,1
464,Noise,0.9902,0.009778,AST Model,0.007598,0.9902,0.002202
465,Normal,1,0.002772,RMS Threshold,0,0,1
466,Normal,1,0.005942,RMS Threshold,0,0,1
467,Normal,1,0.007858,RMS Threshold,0,0,1
468,Noise,0.987828,0.015148,AST Model,0.011923,0.987828,0.000249
469,Baby_Cry,0.809997,0.023279,AST Model,0.809997,0.189231,0.000772
470,Normal,1,0.00317,RMS Threshold,0,0,1
471,Noise,0.514505,0.020494,AST Model,0.484758,0.514505,0.000737
472,Noise,0.736558,0.013522,AST Model,0.26281,0.736558,0.000632
473,Baby_Cry,0.99829,0.015702,AST Model,0.99829,0.001461,0.000249
474,Baby_Cry,0.851315,0.009978,AST Model,0.851315,0.148283,0.000402
475,Baby_Cry,0.998623,0.019365,AST Model,0.998623,0.001122,0.000255
476,Normal,1,0.006391,RMS Threshold,0,0,1
477,Normal,1,0.004615,RMS Threshold,0,0,1
478,Baby_Cry,0.990523,0.044401,AST Model,0.990523,0.009125,0.000352
479,Normal,1,0.003405,RMS Threshold,0,0,1
480,Noise,0.926486,0.01128,AST Model,0.073176,0.926486,0.000337
481,Baby_Cry,0.884938,0.017911,AST Model,0.884938,0.114552,0.00051
482,Normal,1,0.007585,RMS Threshold,0,0,1
483,Noise,0.879416,0.011355,AST Model,0.119927,0.879416,0.000656
484,Normal,1,0.007269,RMS Threshold,0,0,1
485,Noise,0.574373,0.009845,AST Model,0.423482,0.574373,0.002146
486,Noise,0.992597,0.010169,AST Model,0.00717,0.992597,0.000232
487,Noise,0.980516,0.026629,AST Model,0.019169,0.980516,0.000315
488,Normal,1,0.004562,RMS Threshold,0,0,1
489,Noise,0.999005,0.01096,AST Model,0.000827,0.999005,0.000168
490,Noise,0.97875,0.01316,AST Model,0.021132,0.97875,0.000118
491,Normal,1,0.008146,RMS Threshold,0,0,1
492,Baby_Cry,0.94974,0.010877,AST Model,0.94974,0.049921,0.00034
493,Noise,0.990918,0.009454,AST Model,0.008987,0.990918,9.50E-05
494,Baby_Cry,0.998948,0.01618,AST Model,0.998948,0.00093,0.000121
495,Baby_Cry,0.994617,0.019928,AST Model,0.994617,0.005202,0.000181
496,Baby_Cry,0.827083,0.012967,AST Model,0.827083,0.172503,0.000415
497,Normal,1,0.008455,RMS Threshold,0,0,1
498,Baby_Cry,0.964945,0.013157,AST Model,0.964945,0.03487,0.000186
499,Noise,0.89251,0.013953,AST Model,0.106716,0.89251,0.000774
500,Normal,1,0.005737,RMS Threshold,0,0,1
501,Normal,1,0.007287,RMS Threshold,0,0,1
502,Normal,1,0.00361,RMS Threshold,0,0,1
503,Normal,1,0.008761,RMS Threshold,0,0,1
504,Normal,1,0.007844,RMS Threshold,0,0,1
505,Normal,1,0.006009,RMS Threshold,0,0,1
506,Normal,1,0.005691,RMS Threshold,0,0,1
507,Baby_Cry,0.997922,0.025191,AST Model,0.997922,0.001978,0.0001
508,Normal,1,0.002001,RMS Threshold,0,0,1
509,Normal,1,0.006524,RMS Threshold,0,0,1
510,Baby_Cry,0.623743,0.021812,AST Model,0.623743,0.375035,0.001222
511,Baby_Cry,0.800876,0.030007,AST Model,0.800876,0.197446,0.001679
512,Noise,0.999688,0.013199,AST Model,0.000263,0.999688,4.90E-05
513,Normal,1,0.004918,RMS Threshold,0,0,1
514,Normal,1,0.003522,RMS Threshold,0,0,1
515,Baby_Cry,0.97271,0.011044,AST Model,0.97271,0.026176,0.001114
516,Normal,1,0.008283,RMS Threshold,0,0,1
517,Baby_Cry,0.93638,0.009019,AST Model,0.93638,0.063111,0.000509
518,Baby_Cry,0.996695,0.00905,AST Model,0.996695,0.003208,9.60E-05
519,Baby_Cry,0.997964,0.012684,AST Model,0.997964,0.001919,0.000118
520,Baby_Cry,0.949412,0.018136,AST Model,0.949412,0.049563,0.001025
521,Baby_Cry,0.999421,0.033015,AST Model,0.999421,0.000451,0.000127
522,Baby_Cry,0.998811,0.01261,AST Model,0.998811,0.001054,0.000135
523,Baby_Cry,0.998471,0.019333,AST Model,0.998471,0.001413,0.000116
524,Baby_Cry,0.84073,0.029886,AST Model,0.84073,0.158507,0.000763
525,Noise,0.999664,0.042479,AST Model,0.000283,0.999664,5.40E-05
526,Noise,0.838737,0.015401,AST Model,0.1599,0.838737,0.001363
527,Baby_Cry,0.936247,0.077665,AST Model,0.936247,0.063093,0.00066
528,Baby_Cry,0.866678,0.010178,AST Model,0.866678,0.132591,0.000731
529,Baby_Cry,0.997932,0.009329,AST Model,0.997932,0.001865,0.000204
530,Baby_Cry,0.994931,0.014653,AST Model,0.994931,0.00492,0.00015
531,Baby_Cry,0.888867,0.011886,AST Model,0.888867,0.110596,0.000537
532,Baby_Cry,0.650826,0.009929,AST Model,0.650826,0.347396,0.001778
533,Normal,1,0.005312,RMS Threshold,0,0,1
534,Noise,0.946894,0.009262,AST Model,0.049011,0.946894,0.004095
535,Normal,1,0.008667,RMS Threshold,0,0,1
536,Baby_Cry,0.98944,0.026947,AST Model,0.98944,0.010338,0.000222
537,Noise,0.884916,0.019513,AST Model,0.114581,0.884916,0.000503
538,Baby_Cry,0.988627,0.010539,AST Model,0.988627,0.011028,0.000345
539,Baby_Cry,0.611522,0.016065,AST Model,0.611522,0.387654,0.000825
540,Noise,0.896581,0.012977,AST Model,0.102814,0.896581,0.000605
541,Baby_Cry,0.510801,0.028034,AST Model,0.510801,0.488542,0.000657
542,Baby_Cry,0.997527,0.168644,AST Model,0.997527,0.002317,0.000155
543,Baby_Cry,0.938231,0.022706,AST Model,0.938231,0.061398,0.000371
544,Baby_Cry,0.999696,0.060935,AST Model,0.999696,0.000246,5.70E-05
545,Baby_Cry,0.99821,0.104903,AST Model,0.99821,0.001664,0.000126
546,Baby_Cry,0.98292,0.210464,AST Model,0.98292,0.015851,0.00123
547,Baby_Cry,0.998781,0.102459,AST Model,0.998781,0.001138,8.10E-05
548,Baby_Cry,0.99356,0.018539,AST Model,0.99356,0.006307,0.000133
549,Baby_Cry,0.997792,0.249568,AST Model,0.997792,0.00204,0.000168
550,Normal,1,0.003887,RMS Threshold,0,0,1
551,Normal,1,0.003867,RMS Threshold,0,0,1
552,Noise,0.999429,0.014339,AST Model,0.000375,0.999429,0.000195
553,Noise,0.993697,0.010098,AST Model,0.005907,0.993697,0.000397
554,Normal,1,0.001021,RMS Threshold,0,0,1
555,Normal,1,0.004595,RMS Threshold,0,0,1
556,Normal,1,0.004817,RMS Threshold,0,0,1
557,Normal,1,0.004874,RMS Threshold,0,0,1
558,Normal,1,0.004432,RMS Threshold,0,0,1
559,Normal,1,0.004577,RMS Threshold,0,0,1
560,Normal,1,0.005299,RMS Threshold,0,0,1
561,Normal,1,0.005148,RMS Threshold,0,0,1
562,Normal,1,0.004014,RMS Threshold,0,0,1
563,Normal,1,0.004424,RMS Threshold,0,0,1
564,Normal,1,0.00406,RMS Threshold,0,0,1
565,Normal,1,0.00415,RMS Threshold,0,0,1
566,Normal,1,0.004844,RMS Threshold,0,0,1
567,Normal,1,0.004394,RMS Threshold,0,0,1
568,Normal,1,0.004441,RMS Threshold,0,0,1
569,Normal,1,0.004297,RMS Threshold,0,0,1
570,Normal,1,0.004348,RMS Threshold,0,0,1
571,Normal,1,0.004526,RMS Threshold,0,0,1
572,Normal,1,0.005513,RMS Threshold,0,0,1
573,Normal,1,0.005412,RMS Threshold,0,0,1
574,Normal,1,0.00578,RMS Threshold,0,0,1
575,Normal,1,0.004847,RMS Threshold,0,0,1
576,Normal,1,0.005963,RMS Threshold,0,0,1
577,Normal,1,0.005977,RMS Threshold,0,0,1
578,Normal,1,0.004804,RMS Threshold,0,0,1
579,Normal,1,0.006814,RMS Threshold,0,0,1
580,Normal,1,0.004205,RMS Threshold,0,0,1
581,Baby_Cry,0.994551,0.035427,AST Model,0.994551,0.005206,0.000243
582,Baby_Cry,0.996984,0.023345,AST Model,0.996984,0.002736,0.000281
583,Normal,1,0.004984,RMS Threshold,0,0,1
584,Normal,1,0.003996,RMS Threshold,0,0,1
585,Normal,1,0.00343,RMS Threshold,0,0,1
586,Baby_Cry,0.912452,0.016771,AST Model,0.912452,0.086629,0.000919
587,Baby_Cry,0.857524,0.011227,AST Model,0.857524,0.141423,0.001053
588,Normal,1,0.00722,RMS Threshold,0,0,1
589,Normal,1,0.003226,RMS Threshold,0,0,1
590,Normal,1,0.004956,RMS Threshold,0,0,1
591,Normal,1,0.003763,RMS Threshold,0,0,1
592,Noise,0.969064,0.011685,AST Model,0.030193,0.969064,0.000743
593,Noise,0.981229,0.014625,AST Model,0.016931,0.981229,0.00184
594,Noise,0.92816,0.033807,AST Model,0.071255,0.92816,0.000586
595,Noise,0.99279,0.088671,AST Model,0.00376,0.99279,0.00345
596,Noise,0.967345,0.138036,AST Model,0.029469,0.967345,0.003186
597,Noise,0.987957,0.137443,AST Model,0.006487,0.987957,0.005556
598,Normal,1,0.001536,RMS Threshold,0,0,1
599,Noise,0.983474,0.204426,AST Model,0.008689,0.983474,0.007838
600,Noise,0.990347,0.139305,AST Model,0.005506,0.990347,0.004147
601,Noise,0.946902,0.012155,AST Model,0.000308,0.946902,0.05279
602,Noise,0.977418,0.146391,AST Model,0.018802,0.977418,0.003781
603,Noise,0.984861,0.162847,AST Model,0.009873,0.984861,0.005266
604,Noise,0.865141,0.141505,AST Model,0.130692,0.865141,0.004167
605,Normal,1,0.00177,RMS Threshold,0,0,1
606,Noise,0.849454,0.092455,AST Model,0.136814,0.849454,0.013732
607,Noise,0.998171,0.051908,AST Model,0.001251,0.998171,0.000578
608,Noise,0.983845,0.027723,AST Model,0.002096,0.983845,0.014059
609,Normal,1,0.008739,RMS Threshold,0,0,1
610,Noise,0.987031,0.041693,AST Model,0.00992,0.987031,0.003049
611,Noise,0.994213,0.042178,AST Model,0.001484,0.994213,0.004303
612,Noise,0.978964,0.040351,AST Model,0.009717,0.978964,0.011319
613,Noise,0.949955,0.049418,AST Model,0.044786,0.949955,0.005259
614,Noise,0.997604,0.030689,AST Model,0.000596,0.997604,0.0018
615,Noise,0.999537,0.036262,AST Model,0.000124,0.999537,0.000339
616,Noise,0.996803,0.124044,AST Model,0.00192,0.996803,0.001277
617,Noise,0.990944,0.077532,AST Model,0.005697,0.990944,0.00336
618,Noise,0.926389,0.074427,AST Model,0.061857,0.926389,0.011755
619,Noise,0.992514,0.033431,AST Model,0.002057,0.992514,0.005429
620,Noise,0.909441,0.085269,AST Model,0.06961,0.909441,0.020949
621,Noise,0.996997,0.034495,AST Model,0.000891,0.996997,0.002112
622,Noise,0.947311,0.114268,AST Model,0.040686,0.947311,0.012003
623,Noise,0.822415,0.047901,AST Model,0.164376,0.822415,0.013209
624,Noise,0.987163,0.02635,AST Model,0.001821,0.987163,0.011016
625,Noise,0.992692,0.041279,AST Model,0.00256,0.992692,0.004748
626,Noise,0.867936,0.131839,AST Model,0.122256,0.867936,0.009808
627,Normal,1,0.00202,RMS Threshold,0,0,1
628,Noise,0.976244,0.05063,AST Model,0.011381,0.976244,0.012374
629,Noise,0.896079,0.133473,AST Model,0.088316,0.896079,0.015605
630,Noise,0.998874,0.058605,AST Model,0.000597,0.998874,0.00053
631,Noise,0.922481,0.014273,AST Model,0.002399,0.922481,0.07512
632,Noise,0.994786,0.040161,AST Model,0.001417,0.994786,0.003797
633,Noise,0.992585,0.093046,AST Model,0.002965,0.992585,0.00445
634,Noise,0.921264,0.139292,AST Model,0.050353,0.921264,0.028383
635,Noise,0.984123,0.06862,AST Model,0.009477,0.984123,0.0064
636,Normal,1,0.001123,RMS Threshold,0,0,1
637,Normal,1,0.002626,RMS Threshold,0,0,1
638,Normal,1,0.003405,RMS Threshold,0,0,1
639,Normal,1,0.000929,RMS Threshold,0,0,1
640,Normal,1,0.007277,RMS Threshold,0,0,1
641,Noise,0.933994,0.009781,AST Model,0.065029,0.933994,0.000977
642,Normal,1,0.006854,RMS Threshold,0,0,1
643,Normal,1,0.005898,RMS Threshold,0,0,1
644,Normal,1,0.003063,RMS Threshold,0,0,1
645,Normal,1,0.002801,RMS Threshold,0,0,1
646,Normal,1,0.00724,RMS Threshold,0,0,1
647,Normal,1,0.007412,RMS Threshold,0,0,1
648,Baby_Cry,0.918948,0.009221,AST Model,0.918948,0.079508,0.001544
649,Normal,1,0.003042,RMS Threshold,0,0,1
650,Normal,1,0.00524,RMS Threshold,0,0,1
651,Normal,1,0.002422,RMS Threshold,0,0,1
652,Normal,1,0.006072,RMS Threshold,0,0,1
653,Normal,1,0.004333,RMS Threshold,0,0,1
654,Normal,1,0.007528,RMS Threshold,0,0,1
655,Normal,1,0.005258,RMS Threshold,0,0,1
656,Normal,1,0.006017,RMS Threshold,0,0,1
657,Noise,0.948595,0.023343,AST Model,0.050592,0.948595,0.000812
658,Normal,1,0.005145,RMS Threshold,0,0,1
659,Normal,1,0.00581,RMS Threshold,0,0,1
660,Normal,1,0.002938,RMS Threshold,0,0,1
661,Normal,1,0.005329,RMS Threshold,0,0,1
662,Normal,1,0.007133,RMS Threshold,0,0,1
663,Normal,1,0.003657,RMS Threshold,0,0,1
664,Normal,1,0.005712,RMS Threshold,0,0,1
665,Normal,1,0.005887,RMS Threshold,0,0,1
666,Normal,1,0.004522,RMS Threshold,0,0,1
667,Normal,1,0.007239,RMS Threshold,0,0,1
668,Normal,1,0.006715,RMS Threshold,0,0,1
669,Normal,1,0.005682,RMS Threshold,0,0,1
670,Normal,1,0.006714,RMS Threshold,0,0,1
671,Normal,1,0.004516,RMS Threshold,0,0,1
672,Normal,1,0.00563,RMS Threshold,0,0,1
673,Normal,1,0.007607,RMS Threshold,0,0,1
674,Baby_Cry,0.994282,0.010376,AST Model,0.994282,0.004166,0.001552
675,Normal,1,0.003468,RMS Threshold,0,0,1
676,Normal,1,0.005574,RMS Threshold,0,0,1
677,Normal,1,0.005259,RMS Threshold,0,0,1
678,Noise,0.999502,0.010761,AST Model,9.20E-05,0.999502,0.000406
679,Normal,1,0.004027,RMS Threshold,0,0,1
680,Normal,1,0.006312,RMS Threshold,0,0,1
681,Normal,1,0.004349,RMS Threshold,0,0,1
682,Normal,1,0.004228,RMS Threshold,0,0,1
683,Baby_Cry,0.997402,0.024039,AST Model,0.997402,0.002448,0.00015
684,Baby_Cry,0.993289,0.01175,AST Model,0.993289,0.006146,0.000566
685,Normal,1,0.008635,RMS Threshold,0,0,1
686,Normal,1,0.007544,RMS Threshold,0,0,1
687,Normal,1,0.007323,RMS Threshold,0,0,1
688,Normal,1,0.004685,RMS Threshold,0,0,1
689,Normal,1,0.005008,RMS Threshold,0,0,1
690,Normal,1,0.006183,RMS Threshold,0,0,1
691,Normal,1,0.007229,RMS Threshold,0,0,1
692,Normal,1,0.007179,RMS Threshold,0,0,1
693,Normal,1,0.004469,RMS Threshold,0,0,1
694,Normal,1,0.004543,RMS Threshold,0,0,1
695,Normal,1,0.004234,RMS Threshold,0,0,1
696,Noise,0.999383,0.019012,AST Model,0.000353,0.999383,0.000263
697,Normal,1,0.004855,RMS Threshold,0,0,1
698,Normal,1,0.003545,RMS Threshold,0,0,1
699,Normal,1,0.004084,RMS Threshold,0,0,1
700,Normal,1,0.003924,RMS Threshold,0,0,1
701,Normal,1,0.003061,RMS Threshold,0,0,1
702,Normal,1,0.004387,RMS Threshold,0,0,1
703,Normal,1,0.008712,RMS Threshold,0,0,1
704,Normal,1,0.006457,RMS Threshold,0,0,1
705,Normal,1,0.007402,RMS Threshold,0,0,1
706,Noise,0.952833,0.012905,AST Model,0.045818,0.952833,0.001349
707,Normal,1,0.008507,RMS Threshold,0,0,1
708,Normal,1,0.005153,RMS Threshold,0,0,1
709,Normal,1,0.00635,RMS Threshold,0,0,1
710,Normal,1,0.007011,RMS Threshold,0,0,1
711,Normal,1,0.00844,RMS Threshold,0,0,1
712,Normal,1,0.003113,RMS Threshold,0,0,1
713,Normal,1,0.0044,RMS Threshold,0,0,1
714,Normal,1,0.0044,RMS Threshold,0,0,1
715,Normal,1,0.006048,RMS Threshold,0,0,1
716,Normal,1,0.005135,RMS Threshold,0,0,1
717,Normal,1,0.00285,RMS Threshold,0,0,1
718,Normal,1,0.005539,RMS Threshold,0,0,1
719,Normal,1,0.004124,RMS Threshold,0,0,1
720,Normal,1,0.003997,RMS Threshold,0,0,1
721,Baby_Cry,0.998868,0.023289,AST Model,0.998868,0.000944,0.000187
722,Baby_Cry,0.983156,0.010032,AST Model,0.983156,0.015734,0.00111
723,Normal,1,0.008209,RMS Threshold,0,0,1
724,Noise,0.797141,0.010441,AST Model,0.200743,0.797141,0.002116
725,Normal,1,0.006488,RMS Threshold,0,0,1
726,Normal,1,0.006195,RMS Threshold,0,0,1
727,Baby_Cry,0.86556,0.010546,AST Model,0.86556,0.133401,0.001039
728,Baby_Cry,0.852187,0.010344,AST Model,0.852187,0.147254,0.000558
729,Noise,0.999254,0.032387,AST Model,0.000542,0.999254,0.000204
730,Normal,1,0.004973,RMS Threshold,0,0,1
731,Normal,1,0.005111,RMS Threshold,0,0,1
732,Normal,1,0.002785,RMS Threshold,0,0,1
733,Normal,1,0.005662,RMS Threshold,0,0,1
734,Normal,1,0.00575,RMS Threshold,0,0,1
735,Normal,1,0.002585,RMS Threshold,0,0,1
736,Normal,1,0.003402,RMS Threshold,0,0,1
737,Normal,1,0.007866,RMS Threshold,0,0,1
738,Baby_Cry,0.978386,0.009547,AST Model,0.978386,0.020212,0.001402
739,Normal,1,0.004252,RMS Threshold,0,0,1
740,Normal,1,0.004103,RMS Threshold,0,0,1
741,Normal,1,0.004702,RMS Threshold,0,0,1
742,Normal,1,0.008042,RMS Threshold,0,0,1
743,Baby_Cry,0.781679,0.043863,AST Model,0.781679,0.216305,0.002016
744,Normal,1,0.006646,RMS Threshold,0,0,1
745,Normal,1,0.008322,RMS Threshold,0,0,1
746,Normal,1,0.002485,RMS Threshold,0,0,1
747,Noise,0.995638,0.011109,AST Model,0.003862,0.995638,0.0005
748,Normal,1,0.004203,RMS Threshold,0,0,1
749,Normal,1,0.007427,RMS Threshold,0,0,1
750,Normal,1,0.006492,RMS Threshold,0,0,1
751,Normal,1,0.005901,RMS Threshold,0,0,1
752,Normal,1,0.005869,RMS Threshold,0,0,1
753,Normal,1,0.003855,RMS Threshold,0,0,1
754,Normal,1,0.005378,RMS Threshold,0,0,1
755,Baby_Cry,0.997115,0.020168,AST Model,0.997115,0.002588,0.000297
756,Baby_Cry,0.735232,0.014102,AST Model,0.735232,0.263566,0.001202
757,Baby_Cry,0.991757,0.009131,AST Model,0.991757,0.007822,0.000421
758,Noise,0.605774,0.012697,AST Model,0.393428,0.605774,0.000797
759,Baby_Cry,0.99476,0.009344,AST Model,0.99476,0.004692,0.000548
760,Normal,1,0.006714,RMS Threshold,0,0,1
761,Normal,1,0.00597,RMS Threshold,0,0,1
762,Normal,1,0.006927,RMS Threshold,0,0,1
763,Normal,1,0.003539,RMS Threshold,0,0,1
764,Normal,1,0.006935,RMS Threshold,0,0,1
765,Normal,1,0.007634,RMS Threshold,0,0,1
766,Normal,1,0.007335,RMS Threshold,0,0,1
767,Normal,1,0.006403,RMS Threshold,0,0,1
768,Normal,1,0.00788,RMS Threshold,0,0,1
769,Normal,1,0.006127,RMS Threshold,0,0,1
770,Normal,1,0.007258,RMS Threshold,0,0,1
771,Normal,1,0.00392,RMS Threshold,0,0,1
772,Normal,1,0.004696,RMS Threshold,0,0,1
773,Baby_Cry,0.824114,0.009573,AST Model,0.824114,0.173005,0.002881
774,Normal,1,0.005233,RMS Threshold,0,0,1
775,Baby_Cry,0.934911,0.012098,AST Model,0.934911,0.064707,0.000382
776,Normal,1,0.005855,RMS Threshold,0,0,1
777,Noise,0.565527,0.013558,AST Model,0.433671,0.565527,0.000803
778,Normal,1,0.001699,RMS Threshold,0,0,1
779,Normal,1,0.004183,RMS Threshold,0,0,1
780,Normal,1,0.00486,RMS Threshold,0,0,1
781,Normal,1,0.003164,RMS Threshold,0,0,1
782,Normal,1,0.004654,RMS Threshold,0,0,1
783,Normal,1,0.002526,RMS Threshold,0,0,1
784,Normal,1,0.001927,RMS Threshold,0,0,1
785,Normal,1,0.004678,RMS Threshold,0,0,1
786,Normal,1,0.000823,RMS Threshold,0,0,1
787,Normal,1,0.007225,RMS Threshold,0,0,1
788,Normal,1,0.005629,RMS Threshold,0,0,1
789,Normal,1,0.00339,RMS Threshold,0,0,1
790,Noise,0.999576,0.009738,AST Model,0.000326,0.999576,9.80E-05
791,Noise,0.999028,0.052583,AST Model,0.000834,0.999028,0.000139
792,Noise,0.999429,0.022139,AST Model,0.00042,0.999429,0.000151
793,Noise,0.987317,0.01806,AST Model,0.012368,0.987317,0.000315
794,Baby_Cry,0.901565,0.02759,AST Model,0.901565,0.09803,0.000404
795,Normal,1,0.007144,RMS Threshold,0,0,1
796,Normal,1,0.007497,RMS Threshold,0,0,1
797,Normal,1,0.008544,RMS Threshold,0,0,1
798,Normal,1,0.006522,RMS Threshold,0,0,1
799,Normal,1,0.004455,RMS Threshold,0,0,1
800,Normal,1,0.007427,RMS Threshold,0,0,1
801,Baby_Cry,0.565985,0.011242,AST Model,0.565985,0.430592,0.003423
802,Baby_Cry,0.994968,0.009874,AST Model,0.994968,0.004909,0.000123
803,Normal,1,0.007101,RMS Threshold,0,0,1
804,Noise,0.560102,0.015476,AST Model,0.438805,0.560102,0.001092
805,Normal,1,0.007106,RMS Threshold,0,0,1
806,Normal,1,0.006179,RMS Threshold,0,0,1
807,Normal,1,0.00465,RMS Threshold,0,0,1
808,Baby_Cry,0.992814,0.01169,AST Model,0.992814,0.006955,0.000232
809,Normal,1,0.005989,RMS Threshold,0,0,1
810,Normal,1,0.003786,RMS Threshold,0,0,1
811,Normal,1,0.007341,RMS Threshold,0,0,1
812,Normal,1,0.00223,RMS Threshold,0,0,1
813,Normal,1,0.005086,RMS Threshold,0,0,1
814,Normal,1,0.005646,RMS Threshold,0,0,1
815,Normal,1,0.008627,RMS Threshold,0,0,1
816,Normal,1,0.005233,RMS Threshold,0,0,1
817,Normal,1,0.002464,RMS Threshold,0,0,1
818,Noise,0.988422,0.026663,AST Model,0.01062,0.988422,0.000958
819,Normal,1,0.008816,RMS Threshold,0,0,1
820,Normal,1,0.007214,RMS Threshold,0,0,1
821,Normal,1,0.00618,RMS Threshold,0,0,1
822,Normal,1,0.00586,RMS Threshold,0,0,1
823,Noise,0.994067,0.010916,AST Model,0.005867,0.994067,6.60E-05
824,Normal,1,0.008315,RMS Threshold,0,0,1
825,Normal,1,0.004263,RMS Threshold,0,0,1
826,Normal,1,0.006528,RMS Threshold,0,0,1
827,Noise,0.948568,0.012989,AST Model,0.050885,0.948568,0.000547
828,Normal,1,0.007478,RMS Threshold,0,0,1
829,Normal,1,0.007644,RMS Threshold,0,0,1
830,Normal,1,0.008553,RMS Threshold,0,0,1
